date_id,T_name,T_irret,T_close,T_settle,TF_name,TF_irret,TF_close,TF_settle,FutYHret,quan90,quan80,quan70,quan60,quan50,quan40,quan30,quan20,quan10,position_T90,position_TF90,position_T80,position_TF80,position_T70,position_TF70,position_T60,position_TF60,position_T,position_TF,lag_position_T,lag_position_TF,ZHJE,KCSS,XZZJ,position_T_ZS,position_TF_ZS,MAXJZ,MINJZ,ismax,Drawdowns,FCKC,ZHJE1,KCSS1,XZZJ1
2016/2/5,T1606.CFE,0.030333332999999997,99.66,99.705,TF1606.CFE,0.0289,100.405,100.425,14.33,18.43,17.0,16.43,16.33,15.67,15.33,15.0,14.67,13.97,0,0,-1,2,-1,2,-1,2,-3,6,-3.0,6.0,1030494,10,307434,-3,6,1052997,1030494,0,0.0213704312547899,0.0,1030494,10,307434
2016/2/15,T1606.CFE,0.0298,100.185,100.12,TF1606.CFE,0.028266667000000002,100.69,100.66,15.33,18.43,17.0,16.33,16.13,15.67,15.33,15.0,14.67,13.97,0,0,-1,2,-1,2,-1,2,-3,6,-3.0,6.0,1046993,10,322241,-3,6,1052997,1030494,0,0.0213704312547899,0.016010767651242996,1046993,10,322241
2016/2/16,T1606.CFE,0.0302,99.77,99.82,TF1606.CFE,0.028733333,100.47,100.485,14.67,18.43,16.74,16.33,16.0,15.67,15.33,15.0,14.67,13.97,0,0,-1,2,-1,2,-1,2,-3,6,-3.0,6.0,1031993,10,308501,-3,6,1052997,1030494,0,0.0213704312547899,0.0014546421425064096,1031993,10,308501
2016/2/17,T1606.CFE,0.0302,99.78,99.805,TF1606.CFE,0.0288,100.46,100.465,14.0,18.13,16.67,16.33,16.0,15.67,15.33,15.0,14.67,13.97,0,0,-1,2,-1,2,-1,2,-3,6,-3.0,6.0,1024492,10,301143,-3,6,1052997,1024492,0,0.02707035252712021,0.0,1024492,10,301143
2016/2/18,T1606.CFE,0.0301,99.89,99.89,TF1606.CFE,0.028633332999999997,100.53,100.515,14.67,18.13,16.67,16.33,16.0,15.67,15.33,15.0,14.67,13.97,0,0,-1,2,-1,2,-1,2,-3,6,-3.0,6.0,1028992,10,305283,-3,6,1052997,1024492,0,0.02707035252712021,0.00439242082905479,1028992,10,305283
2016/2/19,T1606.CFE,0.0302,99.765,99.8,TF1606.CFE,0.028733333,100.46,100.475,14.67,18.13,16.67,16.33,16.0,15.67,15.33,15.0,14.67,13.97,0,0,-1,2,-1,2,-1,2,-3,6,-3.0,6.0,1031991,10,308571,-3,6,1052997,1024492,0,0.02707035252712021,0.007319725288240416,1031991,10,308571
2016/2/22,T1606.CFE,0.030366667000000003,99.695,99.7,TF1606.CFE,0.028933333,100.39,100.4,14.33,18.13,16.67,16.33,16.0,15.5,15.33,15.0,14.6,13.97,0,0,-1,2,-1,2,-1,2,-3,6,-3.0,6.0,1016991,10,294110,-3,6,1052997,1016991,0,0.034193829612050176,0.0,1016991,10,294110
2016/2/23,T1606.CFE,0.0304,99.605,99.645,TF1606.CFE,0.028999999999999998,100.35,100.38,14.0,18.13,16.67,16.33,16.0,15.33,15.2,15.0,14.33,13.97,0,0,-1,2,-1,2,-1,2,-3,6,-3.0,6.0,1021490,10,298754,-3,6,1052997,1016991,0,0.034193829612050176,0.0044238346258718125,1021490,10,298754
2016/2/24,T1606.CFE,0.0305,99.51,99.6,TF1606.CFE,0.028966667,100.35,100.395,15.33,18.13,16.67,16.33,16.0,15.33,15.2,15.0,14.33,13.97,0,0,-1,2,-1,2,-1,2,-3,6,-3.0,6.0,1043990,10,321146,-3,6,1052997,1016991,0,0.034193829612050176,0.02654792421958503,1043990,10,321146
2016/2/25,T1606.CFE,0.0307,99.345,99.41,TF1606.CFE,0.0292,100.28,100.315,15.0,18.13,16.67,16.33,16.0,15.33,15.0,15.0,14.33,13.97,0,0,-1,2,-1,2,-1,2,-3,6,-3.0,6.0,1052990,10,330721,-3,6,1052997,1016991,0,0.034193829612050176,0.035397560057070315,1052990,10,330721
2016/2/26,T1606.CFE,0.030733332999999998,99.42,99.375,TF1606.CFE,0.029033332999999998,100.405,100.36,17.0,18.13,16.74,16.33,16.0,15.33,15.0,15.0,14.33,13.97,0,0,1,-2,1,-2,1,-2,3,-6,-3.0,6.0,1090490,10,367898,-3,6,1090490,1090490,0,0.0,0.0,1090490,10,367898
2016/2/29,T1606.CFE,0.0307,99.46,99.425,TF1606.CFE,0.028833333,100.475,100.44,18.67,18.74,16.74,16.33,16.0,15.33,15.0,15.0,14.33,13.97,0,0,1,-2,1,-2,1,-2,3,-6,3.0,-6.0,1057490,10,334322,3,-6,1090490,1057490,0,0.030261625507799247,0.0,1057490,10,334322
2016/3/1,T1606.CFE,0.0308,99.385,99.35,TF1606.CFE,0.028633332999999997,100.58,100.52,21.67,19.4,17.0,16.33,16.0,15.33,15.0,15.0,14.33,13.97,1,-2,1,-2,1,-2,1,-2,4,-8,3.0,-6.0,986990,10,263246,3,-6,1090490,986990,0,0.09491146181991582,0.0,986990,10,263246
2016/3/2,T1606.CFE,0.031033333,99.135,99.15,TF1606.CFE,0.028933333,100.405,100.41,21.0,20.03,17.0,16.33,16.0,15.33,15.2,15.0,14.33,13.97,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,994990,10,31054,4,-8,1090490,986990,0,0.09491146181991582,0.00810545192960415,994990,10,31054
2016/3/3,T1606.CFE,0.031233333,98.96,98.96,TF1606.CFE,0.0294,100.215,100.215,18.33,20.03,17.07,16.33,16.0,15.5,15.33,15.0,14.33,13.97,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,1074989,10,112925,4,-8,1090490,986990,0,0.09491146181991582,0.08915895804415445,1074989,10,112925
2016/3/4,T1606.CFE,0.031133333,99.085,99.055,TF1606.CFE,0.0291,100.37,100.34,20.33,20.33,17.33,16.43,16.0,15.67,15.33,15.0,14.6,13.97,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,1012989,10,49724,4,-8,1090490,986990,0,0.09491146181991582,0.02634170558972229,1012989,10,49724
2016/3/7,T1606.CFE,0.031566667,98.695,98.695,TF1606.CFE,0.0297,100.1,100.115,18.67,20.33,17.33,16.43,16.0,15.67,15.33,15.0,14.6,13.97,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,1048989,10,87885,4,-8,1090490,986990,0,0.09491146181991582,0.06281623927294096,1048989,10,87885
2016/3/8,T1606.CFE,0.031433333,98.82,98.8,TF1606.CFE,0.0295,100.235,100.2,19.33,19.43,17.33,16.43,16.0,15.67,15.33,15.0,14.6,13.97,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,1022988,10,61067,4,-8,1090490,986990,0,0.09491146181991582,0.036472507320236276,1022988,10,61067
2016/3/9,T1606.CFE,0.031033333,99.135,99.125,TF1606.CFE,0.028833333,100.41,100.435,22.0,19.43,17.33,16.43,16.0,15.67,15.33,15.0,14.6,13.97,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,964988,10,812,4,-8,1090490,964988,0,0.11508771286302488,0.0,964988,10,812
2016/3/10,T1606.CFE,0.0308,99.42,99.355,TF1606.CFE,0.0286,100.57,100.535,22.0,19.43,17.33,16.43,16.0,15.67,15.33,15.0,14.6,13.97,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,976988,10,11852,4,-8,1090490,964988,0,0.11508771286302488,0.012435387797568467,976988,10,11852
2016/3/11,T1606.CFE,0.0304,99.79,99.64,TF1606.CFE,0.028233333,100.76,100.685,21.67,20.33,17.33,16.43,16.0,15.67,15.33,15.0,14.6,13.97,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,970987,10,4411,4,-8,1090490,964988,0,0.11508771286302488,0.00621665761646777,970987,10,4411
2016/3/14,T1606.CFE,0.0305,99.65,99.61,TF1606.CFE,0.028233333,100.69,100.67,22.67,20.36,17.4,16.67,16.0,15.67,15.33,15.0,14.6,13.97,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,970987,10,4555,4,-8,1090490,964988,0,0.11508771286302488,0.00621665761646777,970987,10,4555
2016/3/15,T1606.CFE,0.030366667000000003,99.71,99.7,TF1606.CFE,0.028266667000000002,100.685,100.665,21.0,20.7,17.67,16.67,16.13,15.67,15.33,15.0,14.6,13.97,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,1010986,10,44601,4,-8,1090490,964988,0,0.11508771286302488,0.04766691399271286,1010986,10,44601
2016/3/16,T1606.CFE,0.0301,99.985,99.935,TF1606.CFE,0.027966667,100.8,100.775,21.33,21.0,17.74,16.67,16.13,15.67,15.33,15.0,14.6,13.97,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,1016986,10,49546,4,-8,1090490,964988,0,0.11508771286302488,0.0538846078914971,1016986,10,49546
2016/3/17,T1606.CFE,0.0303,99.695,99.73,TF1606.CFE,0.0283,100.63,100.65,20.0,21.0,18.0,16.67,16.33,15.67,15.33,15.0,14.6,13.97,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,1034986,10,68746,4,-8,1090490,964988,0,0.11508771286302488,0.0725376895878498,1034986,10,68746
2016/3/18,T1606.CFE,0.0304,99.68,99.685,TF1606.CFE,0.028266667000000002,100.655,100.66,21.33,21.0,18.07,16.67,16.33,15.67,15.33,15.0,14.67,13.97,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,1008986,10,42650,4,-8,1090490,964988,0,0.11508771286302488,0.045594349359784785,1008986,10,42650
2016/3/21,T1606.CFE,0.0306,99.51,99.51,TF1606.CFE,0.0287,100.54,100.5,19.0,21.0,18.4,16.67,16.33,15.67,15.33,15.0,14.67,13.97,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,1066985,10,102185,4,-8,1090490,964988,0,0.11508771286302488,0.10569768743238257,1066985,10,102185
2016/3/22,T1606.CFE,0.030433332999999996,99.625,99.62,TF1606.CFE,0.028433332999999998,100.63,100.605,20.0,21.0,18.67,16.77,16.33,15.67,15.33,15.0,14.67,13.97,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,1026984,10,61176,4,-8,1090490,964988,0,0.11508771286302488,0.06424535849150456,1026984,10,61176
2016/3/23,T1606.CFE,0.0304,99.645,99.67,TF1606.CFE,0.028366667,100.62,100.62,20.33,21.0,18.74,16.77,16.33,15.67,15.33,15.0,14.67,13.97,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,1034983,10,69030,4,-8,1090490,964988,0,0.11508771286302488,0.07253458074090041,1034983,10,69030
2016/3/24,T1606.CFE,0.0302,99.855,99.86,TF1606.CFE,0.028066667000000003,100.72,100.74,21.33,21.0,19.07,17.0,16.33,15.67,15.33,15.0,14.67,13.97,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,1014983,10,47879,4,-8,1090490,964988,0,0.11508771286302488,0.05180893441161963,1014983,10,47879
2016/3/25,T1606.CFE,0.0302,99.815,99.825,TF1606.CFE,0.028033332999999997,100.775,100.765,21.67,21.03,19.46,17.0,16.33,15.84,15.33,15.0,14.67,14.0,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,980982,10,13638,4,-8,1090490,964988,0,0.11508771286302488,0.016574299369525838,980982,10,13638
2016/3/28,T1606.CFE,0.0304,99.615,99.64,TF1606.CFE,0.028133332999999996,100.71,100.72,22.67,21.33,20.0,17.1,16.33,16.0,15.33,15.0,14.67,14.0,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,942982,10,-23930,4,-8,1090490,942982,0,0.13526763198195307,0.0,942982,10,-23930
2016/3/29,T1606.CFE,0.0302,99.805,99.8,TF1606.CFE,0.0274,101.0,101.0,28.0,21.33,20.07,17.33,16.33,16.0,15.33,15.0,14.67,14.0,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,782981,10,-186619,0,0,1090490,782981,0,0.2819915817659951,0.0,942982,0,942982
2016/3/30,T1606.CFE,0.0302,99.8,99.795,TF1606.CFE,0.0272,101.075,101.075,30.0,21.36,20.33,17.43,16.47,16.0,15.33,15.0,14.67,14.3,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,720980,10,-249340,0,0,1090490,720980,0,0.3388476739814212,0.0,942982,0,942982
2016/3/31,T1606.CFE,0.0302,99.8,99.8,TF1606.CFE,0.027433332999999997,101.01,100.985,27.67,21.67,20.33,17.77,16.67,16.0,15.33,15.0,14.93,14.33,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,794980,10,-174476,0,0,1090490,720980,0,0.3388476739814212,0.10263807595217621,942982,0,942982
2016/4/1,T1606.CFE,0.030133332999999998,99.87,99.875,TF1606.CFE,0.027166667000000002,101.055,101.085,29.67,21.67,20.4,18.1,16.67,16.16,15.53,15.23,15.0,14.33,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,744980,10,-225436,0,0,1090490,720980,0,0.3388476739814212,0.03328802463313823,942982,0,942982
2016/4/5,T1606.CFE,0.0304,99.63,99.66,TF1606.CFE,0.027733333,100.875,100.88,26.67,21.7,20.74,18.43,16.67,16.33,15.67,15.33,15.0,14.33,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,822979,10,-145469,0,0,1090490,720980,0,0.3388476739814212,0.1414727176898111,942982,0,942982
2016/4/6,T1606.CFE,0.0305,99.575,99.57,TF1606.CFE,0.027733333,100.86,100.865,27.67,22.0,21.0,18.67,16.67,16.33,15.67,15.33,15.0,14.64,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,798978,10,-169326,0,0,1090490,720980,0,0.3388476739814212,0.10818330605564648,942982,0,942982
2016/4/7,T1606.CFE,0.030633333,99.475,99.46,TF1606.CFE,0.027833333,100.85,100.84,28.0,22.03,21.0,18.77,16.8,16.33,15.67,15.33,15.0,14.64,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,774977,10,-193087,0,0,1090490,720980,0,0.3388476739814212,0.07489389442148187,942982,0,942982
2016/4/8,T1606.CFE,0.0303,99.68,99.735,TF1606.CFE,0.027333332999999998,100.975,101.035,29.67,22.36,21.0,19.1,17.0,16.33,15.67,15.33,15.0,14.64,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,728977,10,-240959,0,0,1090490,720980,0,0.3388476739814212,0.011091847207966934,942982,0,942982
2016/4/11,T1606.CFE,0.0303,99.745,99.735,TF1606.CFE,0.027266667,101.04,101.045,30.33,22.67,21.07,19.53,17.0,16.33,15.67,15.33,15.0,14.64,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,720976,10,-249056,0,0,1090490,720976,0,0.3388513420572403,0.0,942982,0,942982
2016/4/12,T1606.CFE,0.0303,99.75,99.715,TF1606.CFE,0.027466667,101.0,100.97,28.33,23.07,21.33,20.0,17.13,16.33,15.87,15.33,15.0,14.64,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,772976,10,-196336,0,0,1090490,720976,0,0.3388513420572403,0.07212445351856372,942982,0,942982
2016/4/13,T1606.CFE,0.030533333,99.55,99.535,TF1606.CFE,0.028066667000000003,100.74,100.74,24.67,24.87,21.33,20.1,17.33,16.33,16.0,15.33,15.0,14.67,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,884976,10,-82128,4,-8,1090490,720976,0,0.3388513420572403,0.2274694303277779,1043782,9,173388
2016/4/14,T1606.CFE,0.0309,99.265,99.255,TF1606.CFE,0.0289,100.42,100.425,20.0,24.87,21.33,20.1,17.47,16.5,16.0,15.33,15.0,14.67,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,1024975,10,60895,4,-8,1090490,720976,0,0.3388513420572403,0.4216492643305741,1169781,9,302109
2016/4/15,T1606.CFE,0.0306,99.485,99.525,TF1606.CFE,0.028266667000000002,100.635,100.66,23.33,24.87,21.4,20.33,17.8,16.67,16.0,15.33,15.0,14.67,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,944975,10,-21360,4,-8,1090490,720976,0,0.3388513420572403,0.31068856660970684,1097781,9,228078
2016/4/18,T1606.CFE,0.0306,99.505,99.5,TF1606.CFE,0.028233333,100.71,100.67,23.67,24.87,21.67,20.33,18.13,16.67,16.2,15.33,15.0,14.67,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,926974,10,-39458,4,-8,1090490,720976,0,0.3388513420572403,0.2857210226137902,1081580,9,211791
2016/4/19,T1606.CFE,0.0305,99.58,99.595,TF1606.CFE,0.028066667000000003,100.715,100.735,24.33,24.87,21.67,20.43,18.47,16.67,16.33,15.57,15.26,14.67,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,912974,10,-54082,4,-8,1090490,720976,0,0.3388513420572403,0.26630290051263844,1068980,9,198629
2016/4/20,T1606.CFE,0.0308,99.295,99.315,TF1606.CFE,0.028633332999999997,100.535,100.52,21.67,24.87,21.67,20.77,18.67,16.67,16.33,15.67,15.26,14.67,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,972974,10,7982,4,-8,1090490,720976,0,0.3388513420572403,0.3495234238032889,1122980,9,254487
2016/4/21,T1606.CFE,0.0309,99.305,99.255,TF1606.CFE,0.028733333,100.52,100.49,21.67,24.87,21.67,21.0,18.8,16.84,16.33,15.67,15.26,14.67,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,972974,10,8269,4,-8,1090490,720976,0,0.3388513420572403,0.3495234238032889,1122980,9,254746
2016/4/22,T1606.CFE,0.030733332999999998,99.385,99.39,TF1606.CFE,0.0284,100.58,100.615,23.33,24.87,21.74,21.0,19.13,17.0,16.33,15.67,15.33,14.67,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,926974,10,-38930,4,-8,1090490,720976,0,0.3388513420572403,0.2857210226137902,1081580,9,212266
2016/4/25,T1606.CFE,0.0311,99.05,99.075,TF1606.CFE,0.028999999999999998,100.375,100.375,21.0,24.87,21.74,21.0,19.6,17.0,16.33,15.67,15.33,14.67,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,992973,10,29372,4,-8,1090490,720976,0,0.3388513420572403,0.3772622112247842,1140979,9,273738
2016/4/26,T1606.CFE,0.030766667,99.345,99.365,TF1606.CFE,0.028466667,100.585,100.585,23.0,24.87,22.0,21.0,20.0,17.16,16.33,15.9,15.33,14.67,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,940973,10,-24643,4,-8,1090490,720976,0,0.3388513420572403,0.3051377577062205,1094179,9,225124
2016/4/27,T1606.CFE,0.0308,99.345,99.35,TF1606.CFE,0.028633332999999997,100.54,100.53,21.67,24.87,22.0,21.1,20.0,17.33,16.33,15.9,15.33,14.67,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,978972,10,13884,4,-8,1090490,720976,0,0.3388513420572403,0.35784270211491087,1128378,9,259798
2016/4/28,T1606.CFE,0.0305,99.61,99.605,TF1606.CFE,0.028233333,100.67,100.68,22.67,24.87,22.07,21.33,20.13,17.5,16.53,16.0,15.33,14.67,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,960971,10,-5557,4,-8,1090490,720976,0,0.3388513420572403,0.33287515811899426,1112177,9,242301
2016/4/29,T1606.CFE,0.0306,99.515,99.51,TF1606.CFE,0.028433332999999998,100.6,100.6,21.67,24.87,22.07,21.33,20.33,17.84,16.67,16.0,15.33,14.67,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,986971,10,21211,4,-8,1090490,720976,0,0.3388513420572403,0.3689373848782761,1135577,9,266393
2016/5/3,T1606.CFE,0.0303,99.75,99.775,TF1606.CFE,0.027833333,100.83,100.845,24.67,24.87,22.4,21.43,20.33,18.16,16.67,16.23,15.33,14.67,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,896970,10,-71142,4,-8,1090490,720976,0,0.3388513420572403,0.24410521293357892,1054576,9,183275
2016/5/4,T1606.CFE,0.0302,99.845,99.84,TF1606.CFE,0.0277,100.88,100.885,25.0,25.17,22.67,21.67,20.47,18.5,16.67,16.33,15.33,14.67,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,890969,10,-77527,4,-8,1090490,720976,0,0.3388513420572403,0.23578177359579236,1049175,9,177528
2016/5/5,T1609.CFE,0.031933333,98.405,98.4,TF1609.CFE,0.03,99.97,99.98,19.33,25.17,22.67,21.67,20.47,18.67,16.67,16.33,15.33,14.67,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,1038969,10,79160,4,-8,1090490,720976,0,0.3388513420572403,0.4410590643793968,1182375,9,318547
2016/5/6,T1609.CFE,0.031866667,98.465,98.47,TF1609.CFE,0.030033333,99.955,99.975,18.33,25.17,22.67,21.67,20.47,18.67,16.87,16.33,15.6,14.67,0,0,0,0,0,0,0,0,0,0,4.0,-8.0,1070969,10,111209,4,-8,1090490,720976,0,0.3388513420572403,0.4854433434677437,1211175,9,347391
2016/5/9,T1609.CFE,0.031066667000000003,99.17,99.115,TF1609.CFE,0.0293,100.285,100.27,17.67,25.17,22.67,21.67,20.47,18.67,17.0,16.33,15.6,14.67,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1070969,0,1070969,0,0,0,0,0,0.0,0.0,1211175,0,1211175
2016/5/10,T1609.CFE,0.031,99.24,99.15,TF1609.CFE,0.0292,100.335,100.3,18.0,25.17,22.67,21.67,20.47,18.67,17.0,16.33,15.6,14.67,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1070969,0,1070969,0,0,0,0,0,0.0,0.0,1211175,0,1211175
2016/5/11,T1609.CFE,0.031,99.195,99.195,TF1609.CFE,0.0292,100.29,100.295,18.0,25.17,22.67,21.67,20.47,18.67,17.2,16.33,15.6,14.67,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1070969,0,1070969,0,0,0,0,0,0.0,0.0,1211175,0,1211175
